"ETHNICITY","Ethnic group","YEAR","Year","SEX","Sex","AREA","Area","AGE","Age group",Value,Flags
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2125","Glentunnel","2","15-29 years",18,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2125","Glentunnel","2","15-29 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2126","Coalgate","2","15-29 years",36,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2126","Coalgate","2","15-29 years",54,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2126","Coalgate","2","15-29 years",48,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2127","Hororata","2","15-29 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2127","Hororata","2","15-29 years",24,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2127","Hororata","2","15-29 years",36,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2132","Burnham Camp","2","15-29 years",642,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2132","Burnham Camp","2","15-29 years",675,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2132","Burnham Camp","2","15-29 years",681,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2133","Inland water Selwyn District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2133","Inland water Selwyn District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2133","Inland water Selwyn District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2134","Rolleston","2","15-29 years",783,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2134","Rolleston","2","15-29 years",1476,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2134","Rolleston","2","15-29 years",3198,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2135","Prebbleton","2","15-29 years",276,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2135","Prebbleton","2","15-29 years",366,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2135","Prebbleton","2","15-29 years",651,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2140","Southbridge","2","15-29 years",96,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2140","Southbridge","2","15-29 years",126,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2140","Southbridge","2","15-29 years",141,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2141","Selwyn Huts","2","15-29 years",9,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2141","Selwyn Huts","2","15-29 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2141","Selwyn Huts","2","15-29 years",6,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2142","Tai Tapu","2","15-29 years",51,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2142","Tai Tapu","2","15-29 years",57,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2142","Tai Tapu","2","15-29 years",63,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2143","Inland water Ashburton District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2143","Inland water Ashburton District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2143","Inland water Ashburton District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2144","Other rural Ashburton District","2","15-29 years",1431,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2144","Other rural Ashburton District","2","15-29 years",1791,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2144","Other rural Ashburton District","2","15-29 years",1956,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2149","Rakaia","2","15-29 years",126,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2149","Rakaia","2","15-29 years",183,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2149","Rakaia","2","15-29 years",225,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2150","Lake Hood","2","15-29 years",6,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2150","Lake Hood","2","15-29 years",27,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2150","Lake Hood","2","15-29 years",45,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2151","Other rural Timaru District","2","15-29 years",1050,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2151","Other rural Timaru District","2","15-29 years",1185,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2151","Other rural Timaru District","2","15-29 years",1287,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2152","Woodbury","2","15-29 years",3,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2152","Woodbury","2","15-29 years",9,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2152","Woodbury","2","15-29 years",6,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2157","Winchester","2","15-29 years",27,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2157","Winchester","2","15-29 years",33,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2157","Winchester","2","15-29 years",33,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2158","Temuka","2","15-29 years",579,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2158","Temuka","2","15-29 years",642,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2158","Temuka","2","15-29 years",678,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2159","Waipopo","2","15-29 years",12,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2159","Waipopo","2","15-29 years",12,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2159","Waipopo","2","15-29 years",18,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2160","Milford Huts","2","15-29 years",9,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2160","Milford Huts","2","15-29 years",12,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2160","Milford Huts","2","15-29 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2165","Inland water Mackenzie District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2165","Inland water Mackenzie District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2165","Inland water Mackenzie District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2166","Other rural Mackenzie District","2","15-29 years",201,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2166","Other rural Mackenzie District","2","15-29 years",243,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2166","Other rural Mackenzie District","2","15-29 years",324,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2167","Tekapo","2","15-29 years",72,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2167","Tekapo","2","15-29 years",87,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2167","Tekapo","2","15-29 years",180,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2168","Twizel","2","15-29 years",150,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2168","Twizel","2","15-29 years",129,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2168","Twizel","2","15-29 years",243,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2169","Fairlie","2","15-29 years",117,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2169","Fairlie","2","15-29 years",120,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2169","Fairlie","2","15-29 years",141,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2174","Waimate","2","15-29 years",330,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2174","Waimate","2","15-29 years",420,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2174","Waimate","2","15-29 years",468,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2175","Glenavy","2","15-29 years",15,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2175","Glenavy","2","15-29 years",18,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2175","Glenavy","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2176","Inlet Chatham Islands","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2176","Inlet Chatham Islands","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2176","Inlet Chatham Islands","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2177","Waitangi (Chatham Islands)","2","15-29 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2177","Waitangi (Chatham Islands)","2","15-29 years",24,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2177","Waitangi (Chatham Islands)","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2182","Otematata","2","15-29 years",18,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2182","Otematata","2","15-29 years",27,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2182","Otematata","2","15-29 years",27,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2183","Other rural Waitaki District","2","15-29 years",684,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2183","Other rural Waitaki District","2","15-29 years",894,
